Naam,ID,Website,Ultimate klant,Asana_ID,Duits SEO,Wie,Land,Provincie,Toeristische Regio,latitude,longitude,Plaats,Primaire doelgroep,Omgeving,Aantal sterren,Kampeerplekken,Camperplaats,Vakantiehuizen,Chalets/stacaravans,Groepsacco's,Bijzondere acco's,Glamping,Appartementen,Events (als overnachtingslocatie),Faciliteiten,Zwemmogelijkheden,Binnenzwembad,Buitenzwembad,Zwemvijver/-meer,Buitenspeeltuin,Indoorspeeltuin,Restaurant,Bar,Supermarkt,Snackbar,Bowling,Fietsverhuur,Wellness op het park,Wellness bij accommodatie,Laadpaal,Mindervalide woningen,Kampeerplek met privé sanitair,Vismogelijkheden,Watersport,Padel,Tennis,Multicourt,Voetbalveld,Minigolf,Golf,Bootverhuur,Jachthaven,Duurzaamheid,Christelijk,Vuurwerkvrij,Animatie,Huisdier toegestaan,Kindvriendelijk,In / bij het bos,Aan zee,Aan het water (excl zee),BBQ op het park/bij woning,Accommodatie Types,pets_allowed_at_accommodation,bbq_at_accommodation,sauna_at_accommodation,jacuzzi_at_accommodation
Vakantiepark 't Rheezerwold,413,https://www.rheezerwold.nl/,x,655970350381185,,Caner,Nederland,Overijssel,Vechtdal,"52,5745642","6,566618",,,"Attractiepark Slagharen, Avonturenpark Hellendoorn, Plopsa Indoor Coevorden, Dinoland, Drouwenerzand, Klimbos NuNature, Total Outdoor Events, Expedition Outdoor, Tuk Tuk rijden, De Flierefluiter, Pitch&Putt Lemele, Aktief Overijssel, Kanohuur de Vecht, Natuuractiviteitencentrum de Koppel, De Bessentuin, IJshoeve Bosman, Koe-Safari, Vechtdal Hoeve, Vechtezomp Grammesberghe, Speelbos in het hol van de Leeuw, Groot Sallands Maïsdoolhof, Kinderboerderij Dekibo, De Flierefluiter, Plopsa Indoor Coevorden, Monkey Town, Cowboys en Indianen, Escaperoom Coevorden, Escaperoom Hardenberg, Jump XL Hengelo, Kartplaza, Bioscoop Hardenberg, Theater de Voorveghter, Kidscity Borne, Alpacaboerderij Lemelerveld, Speeltuin de Morskieft, Wildlands Adventure Zoo Emmen, Dierentuin Nordhorn, Apenheul, Dierenpark Taman Indonesia, Aqua Zoo Leeuwarden, Kinderboerderij DeKibo, Recreatieplas 'De Oldemeijer', Zwembad de Slag, Heuveltjes Bosbad, Zwemplas Schoonhoven, Paviljoen Nijstad, Hunebed Centrum Borger, Kalkovens Dedemsvaart, Kasteel Bentheim, De Lokkerij Reestdal, Openluchtmuseum Ellert en Brammert, Museum de Fundatie, Veenmuseum Vriezenveen, Industrieel Smalspoor Museum, Museum Wonderryck Twente, Oyfo Techniekmuseum, De Museumfabriek, Wandelnetwerk Vechtdal, Fietsroutenetwerk, IJshoeve Bosman, Knof de Pad, Boerderijroute Reestdal, Uitkijktoren de Stokte, Happen & Trappen route van Vecht zur Vechte, Happen & Trappen aan de Overijsselse Vecht, Overijssels Vechtdal, Natuurgebied Collendoorn, Het Reestdal, Het Engelandsche Bos, De Engbertdijksvennen, Recreatieplas 'De Oldemeijer', Tuinen Mien Ruys, Pantropica, De Vijvertuinen van Ada Hofman",5 sterren,Ja,,Ja,,,,Ja,,,"Animatie, Wollie de Eekhoorn, Interactieve speelboog, Airtrampoline, Musicball, Supernova, Speeltuinen, Fiets en skelterverhuur, Kabelbaan, Animatie, Interactives, Visvijver, Jeu de boules, Tennisbaan, Basketbal, Volleybal, Brasserie, Cafetaria, Terras, Minishop, Plaza, Binnenzwembad, Buitenzwembad, Sauna, Receptie, Fiets en skelterverhuur, Huisdiervriendelijk, Wifi, Oplaadpunt elektrische auto's, Wasserette, Sanitair",Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,"Ja, accommodaties met privé sauna",Ja,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, in schoolvakanties",Nee,Ja,Ja,Nee,Nee,,"68% Vakantiehuizen (17), 24% Kampeerplaatsen (6), 4% Camperplaatsen (1), 4% Jaarplaatsen (1)","48% all (12), 44% none (11), 8% some (2)",8% (2),0% (0),4% (1)
Vakantiepark Ackersate,830,https://www.ackersate.nl/,x,1107589013522279,,Caner,Nederland,Gelderland,Veluwe,"52,186648","5,6253515",,,"Apenheul, Julianatoren, Dierenpark Amersfoort, Speelboederij de happyfarm, Schateiland, Klimbos, Veluws Zandsculpturenfestijn, Maisdoolhof, Monkeytown, Veluwe, Fietsen&wandelen",5 sterren,Ja,,Ja,,,,Ja,,,"Zwembad, Trampolinepark, Animatie / Theater, Kinderfeestjes, Watervallei, Speeltuin, Binnenspeeltuin, Dierenweide, Groot Buitenbad, Groot Binnenbad, Kinderbad, Spetterbad, Crazy Cone, Super Glider, Sport en spel, Midgetgolf, Tennis & padel, Horeca, Fietsverhuur, Sanitaire voorzieningen, Wifi, Oplaadpunt elektrische auto, Scooterverhuur",Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,"Ja, sauna",Ja,Nee,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,"Ja, in schoolvakanties",Ja,Ja,Nee,Nee,Nee,,"66.1% Vakantiehuizen (41), 19.4% Kampeerplaatsen (12), 9.7% Andere accommodaties (6), 1.6% Ligplaatsen (1), 1.6% Overige (1), 1.6% Seniorenreizen (1)","48.4% all (30), 43.5% none (27), 8.1% some (5)",3.2% (2),3.2% (2),0% (0)
Vakantiepark De Wiltzangh,2524,https://www.vakantieparkdewiltzangh.nl/,x,"1,20908E+15",,,Nederland,Drenthe,,"52,7834549","6,3685595",,,"Nationaal Park Dwingelderveld, Nationaal Park Drents-Friese Wold, Giethoorn, Meppel, Fiets- en wandelroutes, De sluisdagen, Shakespeartheater, Museum De Proefkolonie, Herinneringscentrum Kamp Westerbork, Speel- en ijsboerderij De Drentse Koe, Vogelpark Ruinen, Attractiepark Slagharen, De Luie Tuinman",,Nee,,Ja,,,,Nee,,,"Buitenzwembad, Fietsverhuur, Broodjesservice, E-Chopper verhuur, Minigolf, Speeltoestellen, Wasserette",Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.1% Accommodaties (25), 25.6% Beheerswoningen (10), 10.3% Kampeerplaats (4)","48.7% all (19), 33.3% none (13), 17.9% some (7)",0% (0),12.8% (5),30.8% (12)
Vakantiepark Familiehuis Nunspeet,3,https://www.familiehuisnunspeet.nl/,x,578970200998879,,Caner ,Nederland,Gelderland,Veluwemeer,"52,39215595","5,730360828",,,"Snackbar, Nationaal Park De Hoge Veluwe, Veluwemeer, Zandenplas, Zandenbos, Noord-Veluws museum, Bezoekerscentrum, Molen de Duif, Zwembad ""de Wiltsangh"", Golfbaan: Het rijk van Nunspeet, Rondvaarten",,Nee,,Ja,,,,Nee,,,"Fietsverhuur, Oplaadpaal, Parkeren, Strand, Wasserette, Wi-Fi, Verkooppunt Reformatorisch Dagblad, Honden, ‍ Animatieteam, Beachvolleybalveld, Tafeltennistafel & Tafelvoetbaltafel, Voetbalveld, Speeltuin, ‍ Watersport, Viswater, ‍ Verhuur van kano’s en supboards, Broodjesservice",Ja,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,"Ja, accommodaties met sauna en jacuzzi",Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,"Ja, in schoolvakanties",Ja,Ja,Ja,Ja,Ja,,100% Vakantiehuizen (33),"48.5% none (16), 30.3% all (10), 21.2% some (7)",0% (0),12.1% (4),6.1% (2)
Vakantiepark Hellendoorn,1884,https://www.vakantieparkhellendoorn.nl/,x,1202207641110107,,,Nederland,Overijssel,Sallandse Heuvelrug,"52,4062803","6,4339344",,,"Sallandse Heuvelrug, Mountainbike / ATB routes, Wandelen en fietsen, Avonturenpark Hellendoorn, De Regge, Dorpen & steden, Natuurmuseum Holterberg, Evenementen in de omgeving, Uitstapjes met kinderen, Visit Twente, Eelerberg",,Nee,,Ja,,,,Nee,,,"Restaurant Tante Stoof, Fietsverhuur, Speelvijvers, Speeltuinen, Midgetgolf, Snackbar, Gratis Wi-Fi in elke bungalow",Nee,,,,,,Ja,,,,,Ja,,,,Ja,,,,,,,,,,,,,,,"Ja, in schoolvakanties",Ja,Ja,,,,,100% Vakantiehuizen (10),"40% none (4), 40% all (4), 20% some (2)",0% (0),0% (0),0% (0)
Vakantiepark Latour,2112,https://www.kempenrecreatie.nl/latour,x,1204976375818112,,,Nederland,Noord-Brabant,,"51,4964249","5,3199092",,,"Efteling, 't Geitenboerke, Dierenrijk Nuenen, Klimrijk Brabant, Speelpark de Splinter, Toverland, Paintballen in het bos, Rofra sportieve activiteiten, Karten Eindhoven, Landgoed Duynenwater, Next level escape room, Wellness, High Tea Veldhoven, De Wijer, Vlasroot, Philips Museum, DAF Museum, Brouwerij de Oirsprong, Van Gogh Museum Brabant, Kaarsenmakerij Keerf, Prehistorische grafheuvels van Veldhoven, Nationaal Monument Kamp Vught",,Nee,,Ja,,,,Nee,,,"Receptie, Speeltuinen, Tennis en padelbanen, Zwembad Feel Fit Center, Fietscrossbaan, Sport en gezondheid, Airtrampoline, Fietsverhuur, Spelparcours, Wait app, Mini-shop",Nee,,,,,,,,,,,,,"Ja, accommodaties met een sauna",,Ja,,,,,,,,,,,,,,,"Ja, in juli en augustus",Ja,Ja,,,,,100% Vakantiehuizen (10),"60% none (6), 30% some (3), 10% all (1)",10% (1),0% (0),10% (1)
Vakantiepark Leukermeer,1328,https://www.leukermeer.nl/,x,1202292007290152,,,Nederland,Noord-Limburg,,"51,567474","6,0604462",,,"Nationaal Park De Maasduinen, Toverland Sevenum, Golfbaan Bleijenbeek, Kasteeltuinen Arcen, CentrO Oberhausen, Designer Outlet Roermond, Maasmechelen Village,",5 sterren,Ja,,Ja,,,,Nee,,,"Infinity pool en familie glijbaan, Fer's Splash Park, Leukermeer strand, Binnenbad, Aquapark Leukermeer, Varen met eigen boot, Watersportverhuur, Wakeboarden & wakesurfen, Banaanvaren, Animatie, Speelbos, Airtrampoline, Gamehal, Safari Jeep huren, Skelteren, Multicourt, Pumptrack, Padelbaan, Midgetgolf, Fiets-  en e-chopperverhuur, Fitnessclub More2BFit, Tennisbaan, Wellness, Mio Mucho, Beachclub Leukermeer, IJssalon, Supermarkt, Snackbar, Zondagbrunch, Receptie, Sanitaire voorzieningen, WiFi",Ja,Ja,Ja,,Ja,,,,,,,,,,Ja,,,,,Ja,,,,,,,,,,,"Ja, in het hoogseizoen",Ja,Ja,,,,,"64.5% Vakantiehuizen (20), 12.9% Kampeerplaatsen (4), 12.9% Jaarplaatsen (4), 9.7% Ligplaatsen (3)","51.6% none (16), 41.9% all (13), 6.5% some (2)",0% (0),3.2% (1),0% (0)
Vakantiepark Molenvelden,2113,https://www.kempenrecreatie.nl/molenvelden,x,1204976375818112,,,Nederland,Noord-Brabant,,"51,4176337","5,4060209",,,"Efteling, 't Geitenboerke, Dierenrijk Nuenen, Klimrijk Brabant, Speelpark de Splinter, Toverland, Paintballen in het bos, Rofra sportieve activiteiten, Karten Eindhoven, Landgoed Duynenwater, Next level escape room, Wellness, High Tea Veldhoven, De Wijer, Vlasroot, Philips Museum, DAF Museum, Brouwerij de Oirsprong, Van Gogh Museum Brabant, Kaarsenmakerij Keerf, Prehistorische grafheuvels van Veldhoven, Nationaal Monument Kamp Vught",,Nee,,Ja,,,,Nee,,,"Verwarmd Buitenzwembad, Kiosk, Boscafé Molenvelden, Tafeltennis, Airtrampoline, Speeltuinen, Fietsverhuur, Sanitaire voorzieningen, Wasserette, Wait app, Receptie",Ja,,,,,,,,,,,,,"Ja, accommodaties met een sauna",,,,,,,,,,,,,,,,,,Ja,Ja,,,,,100% Vakantiehuizen (10),"50% none (5), 30% all (3), 20% some (2)",0% (0),0% (0),0% (0)
Veluwe Strandbad Elburg (Monda),1706,https://www.veluwestrandbad.nl/,x,1202403397586212,,,Nederland,Gelderland,Veluwemeer,"52,4576794","5,8191187",,,"Walibi Holland, Dolfinarium, Aviodrome, Anton pieck museum, Apenheul, Bataviastad fashion outlet, De hoge veluwe, Pantropica, Kabouterbos, Klimbos, Museum sjoel, Nederlands artillerie museum, Oostvaardersplassen, Siertuin Ampie berg, Zandverhalen, Zwaluwhoeve wellnessresort",5 sterren,Ja,,Ja,,,,Nee,,,"Buddy's Bowling & Bites, Recreatieprogramma, Sportvelden, Zandstrand, Restaurant de Waterman, Surfschool, Speeltuinen, Fiets- en skelterverhuur, Bootverhuur, Binnenzwembad, Skatebaan, Aanlegplaatsen",Ja,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,"Ja, in schoolvakanties",Nee,Ja,,,,,"53.3% Kampeerplaatsen (8), 46.7% Andere accommodaties (7)","80% none (12), 20% all (3)",0% (0),13.3% (2),0% (0)
Warredal,1939,https://www.warredal.be/,x,1203036468875607,,,België,Limburg,,"51,0774263","5,688945769",,,"Elaisa Energetic Wellness, Mountainbike trails, Maasmechele Village, Kayaking, Cable + aquapark",,Nee,,Ja,,,,Nee,,,"Climbing Park Warredal, Food, Surprise, Indoor Adventure, Adventure Midget Golf, Water fun, Walking, Brasserie De Warre, Bike Rental, Petting zoo, Horses & ponies",Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ja, huisjes met jacuzzi",Ja,Ja,,,,Barbecue service op het park,"61.8% Cosy Cabins (21), 20.6% Appartementen & Studio's (7), 14.7% Cosy Houses (5), 2.9% Buitenbox (1)","52.9% none (18), 35.3% all (12), 11.8% some (4)",85.3% (29),8.8% (3),41.2% (14)
Waterresort Oosterschelde,2311,https://www.waterresortoosterschelde.nl/,x,1206294578265079,,,Nederland,Zeeland,,"51,525246","3,9786344",,,"Goes, Duiken, Paardrijden, Wemeldinge, Yerseke, Domburg, Efoil Clinic",,Nee,,Ja,,,,Nee,,,Duiken,Nee,,,,,,,,,,,,,,Nee,Ja,,,,,,,,,,,,,,,,Nee,Ja,,,,Nee,100% Vakantiehuizen (30),"96.7% none (29), 3.3% all (1)",3.3% (1),3.3% (1),0% (0)
Wilsumer Berge,1222,https://www.wilsumerberge.nl/,x,1153384262642442,,Caner,Duitsland ,Nedersaksen,Bad Bentheim,"52,5146286","6,8649571",,,"Wandel- en fietstochten, Nordhorn, Dierentuin Nordhorn, Bad Bentheim, WILDLANDS Adventure Zoo Emmen, Ootmarsum, Het Springendal, Itterbecker Heide",4 sterren,Ja,,Ja,,,,Ja,,,"Horeca, Entertainment Team, Emma, Evan & Friends, Ranger Club, Adventure Hal, Jeep Safari, Mini-golf, Outdoor & Adventure, Zwemmen, Verhuur, Hondenvijver, Alpaca's, Hondendouche, Sanitair, Mini-Markt",Ja,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Ja,Ja,Nee,Nee,Barbecue bij de woning,"78.4% Andere accommodaties (40), 13.7% Kampeerplaatsen (7), 3.9% Kampeerplaatsen Events (2), 3.9% Jaarplaatsen (2)","41.2% none (21), 37.3% all (19), 21.6% some (11)",27.5% (14),5.9% (3),23.5% (12)
Vakantiepark De Lochemse Berg,915,https://www.vakantieparkdelochemseberg.nl/,x,946943503120303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vakantiecentrum 't Schuttenbelt,917,https://www.vakantiecentrum-schuttenbelt.nl/,x,946943503120303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bospark Markelo,916,https://www.bosparkmarkelo.nl/,x,946943503120303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camping Floreal La Roche-en-Ardenne,2965,,x,1208625608484443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camping Floreal La Roche-en-Ardenne Extension,2743,,x,1208625608484444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floreal Blankenberge,2663,,x,1208625608484445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floreal Mont-Saint-Aubert,2666,,x,1208625608484446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floreal Nieuwpoort,2664,,x,1208625608484447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hameau de l'Ourthe,2669,,x,1208625608484448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hameau de la Semois,2673,,x,1208625608484449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Bô Rivage,2662,,x,1208625608484450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camping Het Veen,2668,,x,1208625608484451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camping Kempen,2671,,x,1208625608484452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camping La Colline,2674,,x,1208625608484453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domein Le Festival,2672,,x,1208625608484454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floreal La Roche-en-Ardenne,2665,,x,1208625608484455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa Parcs - Vallandry,1821,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa France,2284,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bospark Markelo,916,https://www.bosparkmarkelo.nl/,,,,,Nederland,"Overijssel

",Twente,#REF!,#REF!,,,,"4,5 sterren",Nee,,Ja,,,,Nee,,,Openluchtzwembad,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,"Ja, accommodaties met finse sauna",,Nee,Nee,,,,,,,,,,,,,,,"Ja

",Ja,Ja,,,,,,,,
Brinckerduyn,1773,https://www.brinckerduyn.nl/,,1201721160193821,,Caner,Nederland,Friesland,,"52,93597199","6,350389075",,,"Fietsen, Bosbergtoren, Golfbaan De Hildenberg, Openluchtzwembad, Verkeers- & Attractiepark Duinen Zathe, Mountainvike routes, Wandelroutes, Klimbos, Nationaal Park Drents-Friese Wold, Gevangenismuseum Veenhuizen, Schaapskudde Ruinen, Wigoed Havelte,",,Nee,,Ja,,,,Nee,,,"Bosbad, Clubhouse, Padel Court, Bike Rental, Hockey and Football Pitch, Bootcamp Station, Children's Jungle, Panna Cage, Boules",Nee,Nee,Nee,,,,Ja,Nee,Nee,,,,,,Ja,,,,,,,,,,,,,,,,,Ja,Ja,,,,Barbecue bij de woning,100% Vakantiehuizen (7),"85.7% some (6), 14.3% all (1)",100% (7),100% (7),14.3% (1)
Buitengoed Ruysbos,366,https://www.ruysbos.nl/,,,,,Nederland,Gelderland,,#REF!,#REF!,,,In de bossen van het Land van Maas en Waal,,Nee,,Ja,,,,Ja,,,"Hottub, sauna, tennisbaan, boomhut, kabelbaan, bootjes en kano's, kookhuys, catering mogelijkheden",Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,"Ja, accommodaties met hottub en/of sauna",Ja,Nee,Nee,,,,,,,,,,,,,,,Ja,Ja,,,,"Ja, barbecue services",,,,,
Bungalowpark Campanula,#REF!,https://www.bungalowparkcampanula.com/,,,,,Nederland,Noord-Holland,,#REF!,#REF!,,,Dicht bij het Noord-Hollandse strand,,Nee,,Ja,,,,Nee,,,Overdekt zwembad en sauna,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,,,,,"Ja, Finse sauna's op het vakantiepark",,,Nee,Nee,,,,,,,,,,,,,,,Ja,Ja,,,,Barbecue bij de woning,,,,,
Bungalowpark Mooyeveld,2158,https://www.bungalowspecials.nl/,,,,,Nederland,Noord-Holland,,#REF!,#REF!,,,Vlak bij het strand van Egmond aan Zee,,Nee,,Ja,,,,Nee,,,"Speeltuin, airtrampoline, fietsverhuur, autolaadpalen",Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,,Ja,Nee,Nee,,,,,,,,,,,,,,,Nee,Ja,,,,Nee,,,,,
De Thijmse Berg,2151,https://www.thijmseberg.nl/,,1205527445004542,,,Nederland,Utrecht,,"51,9759999","5,5643041",,,"Nationaal Park De Utrechtse Heuvelrug, Nationaal Park De Hoge Veluwe, Kwintelooijen, De Betuwe, Wandelen, Fietsen, Mountainbiken, Utrecht, Arnhem, Amsterdam, De Grebbeberg, Kasteel Amerongen, Pyramide van Austerlitz, Nationaal Militair Museum, Wandelen, Outdoor activiteiten, Fietsen, Mountainbiken, Koning van Denemarken, Grand Café Moeke Rhenen, Ouwehands Dierenpark, The Circle Veenendaal, The Maxx Veenendaal, Kings & Queens, Routes",,Nee,,Ja,,,,Nee,,,"Buitenzwembad & waterspraypark, Speeltuin en indoor speelparadijs, Animatie voor de kids, Multifunctioneel sportveld, Receptie winkel, Restaurant Sorella's, BBQ service, E-Choppers, FAT runners & Retro Bikes, Fiets- en skelterverhuur, Speurtochten & routes, Mountainbike Clinic, Bakpakket voor in jouw woning, Laadpaal voor elektrische auto's, Massageservice",Ja,,Ja,,,,,,,,,,,"Ja, accommodaties met sauna en privé zwembad",Ja,,,,,,,,,,,,,,,,"Ja, in juli en augustus",Nee,Ja,,,,,100% Vakantiehuizen (32),"71.9% none (23), 25% all (8), 3.1% some (1)",3.1% (1),18.8% (6),34.4% (11)
De Weelderik,2108,https://www.deweelderik.nl/,,1204764770320935,,,Nederland,Gelderland,Achterhoek,"52,0592027","6,3589926",,,"Hanzesteden in de Achterhoek, Kastelen in de Achterhoek, Restaurants in de omgeving, Wandelen in de Achterhoek, Fietsen in de Achterhoek, De Fiere Wijnakker, Golfclub 't Zelle, Klimbos Achterhoek, Distilleerderij de Bronckhorst, Mochica Alpaca's, AeroFitt | Werk je in het zweet!, Pluktuinen & fruitplukdagen, De Spelerij, Hof van Eckberge, Free-wheel",,Nee,,Ja,,,,Nee,,,"Speeltuin | Ontdekken, klimmen en klauteren, Clubhuis | Maak kennis met de omgeving en met elkaar, Padelbaan | De rage uit Spanje, Jeu de Boules | Het spel met de ballen, Vuurplaats | Het ultieme buitenleven, Multicourt | Speel je eigen spel, Fietsverhuur | Ontdek de omgeving",Nee,,,,,,,,,,,,,"Ja, accommodaties met sauna",Ja,,,,,,,,,,,,,,,,,Ja,Ja,,,,Barbecue bij de woning,100% Vakantiehuizen (4),100% some (4),100% (4),100% (4),0% (0)
Droomvilla Vakantiehuizen,#REF!,https://www.droomvilla.nl/,,,,,Nederland,Noord-Holland,,#REF!,#REF!,,,Nabij de zee,,Nee,,Ja,,,,Nee,,,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,"Ja, accommodaties met wellness",,Nee,Nee,,,,,,,,,,,,,,,Ja,Ja,,,,Barbecue bij de woning,,,,,
Lagoon Ocean Resort,#REF!,https://www.lagoonoceanresort.com/,,,,,Curaçao ,,,#REF!,#REF!,,,"Lagun, Curaçao",,Nee,,Nee,,,,Nee,Ja,,"Duikschool, zwembad, autoverhuur, restaurant",Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,,,,,Nee,,,Nee,Nee,,,,,,,,,,,,,,,Nee,Ja,,,,,,,,,
Landgoed Oud Beekdal,2028,https://www.berkenrhode.nl/landgoed-oud-beekdal,,,,,Nederland,Gelderland,Veluwe,#REF!,#REF!,,,,,Nee,,Ja,,,,Nee,,,"Buitenzwembad, fietsverhuur en E-chopper verhuur",Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,,"Ja, accommodaties met privé hottub, sauna of zwembad",Ja,Ja,Nee,,,,,,,,,,,,,,,Ja,Ja,,,,,,,,,
More & Merrier,2893,https://www.moreandmerrier.be/,,,,,België,West-Vlaanderen ,,#REF!,#REF!,,,Aan de Belgische kust,,Nee,,Ja,,,,Nee,,,"Barruimte, bioscoop, interactieve ruimte, relaxruimte, biljart, darts en tafelspelen",Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,,Ja,Ja,Nee,,,,,,,,,,,,,,,Nee,Ja,,,,"Ja, barbecue bij de woning",,,,,
Pharshoeke,#REF!,https://www.pharshoeke.nl/,,,,,Nederland,Friesland,,#REF!,#REF!,,,Aan de Friese meren,,Nee,,Ja,,,,Nee,,,Bootverhuur,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,"Ja, accommodaties met sauna",Nee,Nee,Nee,,,,,,,,,,,,,,,Ja,,,,,Nee,,,,,
Residence Heijendael,#REF!,https://www.residenceheijendael.nl/,,,,,Nederland,Noord-Limburg,,#REF!,#REF!,,,Nabij de Maas en Nationaal Park De Maasduinen,,Nee,,Ja,,,,Nee,,,Buitenzwembad met glijbaan en zonneweide ,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,,,,,Nee,,,Nee,Nee,,,,,,,,,,,,,,,Ja,Ja,,,,,,,,,
Roodewoud,2223,https://www.roodewoud.nl/,,1205922963832537,,,Nederland,Drenthe,,"52,988327","6,6321913",,,"Balloërveld | Prachtige natuur, wandel- en fietsroutes, Drentse Zwemplassen | Iberenplas & 't Nije Hiemelriekje, Hunebedden | Indrukwekkende historie, Restaurants | in de omgeving, Kookstudio Zen | Culinair genieten, Groenteman Wessel Hagens | Vers of kant-en-klaar, Bakkerij Pots | Ambachtelijk genieten, Keurslager Braamskamp | Een lokaal begrip, Drents Museum | Poppenhuis voor gevorderden, Hunebedcentrum Borger, Jacobuskerk Rolde, Circuit Assen | Een razendsnelle beleving, Blij van Toen | Vintage & Curiositeiten, DAF door Drenthe | Een hilarisch dagje uit!, Wildlands | Van jungle tot savanne, Klimpark Joytime | Klimmen, klauteren en tokkelen, Buitencentrum Boomkroonpad | Spelenderwijs ontdekken, DX Adventurepark | Grootste open waterpark van Nederland",,Nee,,Ja,,,,Nee,,,"Padel | Multi court, Wijnklimaatkast, Clubhuis | Maak kennis met de omgeving & elkaar, Speeltuin | Ontdekken, klimmen en klauteren, Fietsverhuur | Ontdek de omgeving",Nee,,,,,,,,,,,Ja,,"Ja, accommodaties met een sauna, jacuzzi of zwembad",Ja,,,,,,,,,,,,,,,,,Ja,Ja,,,,"Ja, barbecue bij de woning",100% Vakantiehuizen (7),"57.1% some (4), 42.9% all (3)",100% (7),14.3% (1),85.7% (6)
